feature,mean_abs_correlation,max_abs_correlation
unpleasant_sq,0.20372719418619484,0.9623520650213893
pleasant_x_needs,0.14033321404527158,0.962253129506015
happy_x_needs,0.13362245589972543,0.962253129506015
angry_x_arousal,0.2109574332795872,0.9622313690350316
angry_x_attention,0.2215968305102502,0.9622313690350316
shape_x_high,0.18154152873944854,0.9620707864091924
pattern_x_high,0.17909637910527262,0.9620707864091924
texture_x_loud,0.189583383616674,0.9620472371244476
pleasant_x_angry,0.1586373727911547,0.9619398998664549
happy_x_angry,0.14815592088335605,0.9619398998664549
biomotion_x_benefit,0.18291707260076218,0.9617910573260755
body_x_benefit,0.17909406223622568,0.9617910573260755
toward_x_pleasant,0.15606301528306063,0.961592985329168
toward_x_happy,0.14469698906659936,0.961592985329168
consequential_sq,0.22528043399468367,0.961559087133569
consequential,0.23694207086887367,0.961559087133569
fast_sq,0.19803074243585955,0.9615031778321489
pain_x_consequential,0.21340430412874367,0.9614485359457964
consequential_x_sad,0.2129624455585383,0.9614144911386673
shape_x_sound,0.2149862610071107,0.961252680839034
shape_x_audition,0.2180943556379105,0.961252680839034
high_sq,0.1418606690276215,0.9611789780569694
pleasant,0.1748327022299558,0.9611516939037001
body_x_near,0.16221658179464107,0.9609943786633409
biomotion_x_near,0.16996751575199476,0.9609943786633409
body_x_head,0.16157269521185932,0.9609579357497771
biomotion_x_head,0.16513310037441367,0.9609579357497771
arousal,0.23368285929228064,0.9608272146783483
arousal_sq,0.2201317259343609,0.9608272146783483
happy,0.1529600128329904,0.9606909486407477
large,0.18058869950467535,0.9605154965886226
large_sq,0.17580175424232547,0.9605154965886226
face_x_arousal,0.19171389746175535,0.9603726783409302
face_x_attention,0.18509026334407574,0.9603726783409302
dark_x_audition,0.18956471644247808,0.9603444713277023
dark_x_loud,0.19488248307647685,0.9603444713277023
consequential_x_unpleasant,0.22234594280805423,0.9602487898649658
unpleasant_x_arousal,0.22498647701812285,0.9602487898649658
motion,0.24682665440768067,0.9601276447364574
motion_sq,0.2273200623191459,0.9601276447364574
face_x_low,0.15803074619070528,0.9600998259203121
low_x_human,0.17655466982592008,0.9600998259203121
complexity_x_face,0.17307553000272183,0.9600475116593284
complexity_x_speech,0.180691052498492,0.9600475116593284
human,0.21438560556554317,0.9599344945814292
human_sq,0.18766560063613194,0.9599344945814292
social_sq,0.18207125896364115,0.9599273486364973
social,0.20167090281300398,0.9599273486364973
fearful_sq,0.20831262548164167,0.9596718368095948
audition_x_fearful,0.22955719114078538,0.9595436281917455
loud_x_fearful,0.2190146790444131,0.9595436281917455
consequential_x_fearful,0.22767166756104962,0.9595001175367404
sound_x_arousal,0.2248822833272574,0.9593764114319128
sound_x_attention,0.22228429673202962,0.9593764114319128
shape_x_touch,0.22300298240072902,0.9592059692950807
vision_x_touch,0.2263021669588712,0.9592059692950807
temperature,0.1895679585797491,0.9591579217092928
