entry_id,word,target_word_class,vision,bright,dark,color,pattern,large,small,motion,biomotion,fast,slow,shape,complexity,face,body,touch,temperature,texture,weight,pain,audition,loud,low,high,sound,music,speech,taste,smell,head,upperlimb,lowerlimb,practice,landmark,path,scene,near,toward,away,number,time,duration,long,short,caused,consequential,social,human,communication,self,cognition,benefit,harm,pleasant,unpleasant,happy,sad,angry,disgusted,fearful,surprised,drive,needs,attention,arousal
1,aggressive,adjective,-1.2446274927083565,-0.8726719051994367,-0.4228259400301834,-0.7204866464911425,-1.0338107869332265,-0.6631885767235794,-0.7631346724623529,-0.3341655823501734,0.3590382945646105,0.2347054797101701,-0.8800239980846818,-1.0982457057614647,-0.0829467982376002,0.3743117687143794,-0.6025258702389749,-0.9536315882840236,-0.7619583821098919,-0.7471543157203689,-0.737840313235962,0.978382709766439,-0.2217087712641148,0.1192197983157248,-0.3298939384156601,-0.25957507570782,-0.1085761592519806,-0.1007937038094142,0.6306006872343198,-0.4324728236039504,-0.6093843961674251,-0.0664920700300648,-0.1288514654481537,-0.3055140071613509,-0.3804072676981266,-0.6733090477451902,-0.2702862956373762,-1.2585643501155208,-0.3912610946820335,1.5235785610497927,-0.3070162807826569,-0.7635382329854296,0.1474519795018715,-0.8722211501378031,-0.9235099162541826,-0.7684779642572266,-0.2168992228061183,0.9640773822398416,1.565001475404332,0.9153431275966164,1.4818374116245767,-0.224100474429328,1.481322502817619,-1.4856585909442237,2.020644295413247,-1.2944420888302013,1.8065567930821147,-1.2444656749208118,0.0011467984842104,4.033494563424636,1.3522024382157845,1.1608121221427992,0.21835701637127,0.7366664427615583,-0.6461736844769848,0.5331618699741321,1.7922618179341083
2,big,adjective,0.8408400301363474,-0.5008533186536567,-0.2518326208091316,-0.8195096730829896,-0.1856545291347699,2.8855048502122265,-0.6485033718431403,-0.4662033088633323,-0.4891707447426798,-0.5006514293789294,0.4495717301980523,1.0528672012279885,-0.0829467982376002,-0.0110200618363071,0.5547829483904149,-0.3710228105674543,-0.5643382044627618,-0.7239451024064865,1.680828286662803,-0.1927338218735116,-0.2981882039643556,0.2923636807773424,0.6470356166209508,-0.1639760336048579,-0.4966889705342526,0.3038203273184037,0.1272362376519208,-0.2102808640758115,-0.6093843961674251,-0.4351388004665132,-0.8167947099701093,-0.102579895267492,-0.3804072676981266,-0.0933134052458584,-0.6390034380898182,-0.4466914826030692,-0.4158724749579477,0.1170210061697019,-0.5136847601427564,0.944442171042245,-0.4548148978608852,0.0294314953113454,-0.0572461340055947,-1.0031458150881607,-0.2168992228061183,-1.0293337019776754,-0.9222284121712382,-0.4043747915442133,-0.585848742352878,-0.1183739902362716,-0.7952481016720266,-1.1786812118145482,0.1781429571657574,-1.0525314202322058,-0.0916991135028694,-0.9010679438778136,-0.6266274128613715,-0.1772060910350698,-0.0430466389653211,0.1233427102991506,-0.3784121499259124,-0.8719568553914759,-0.5301359185558066,0.5847497449757795,-1.1899534026442686
3,clever,adjective,-1.267363015752253,-0.6936412557776437,-0.650748648673961,-0.9185921372658284,-0.880656000460338,-0.9156419533009176,-0.8318996998284073,-0.7400495536516238,-0.3410600375789994,-0.4135116356518711,-0.6682193985692423,-0.9864563238096744,-0.0829467982376002,0.0082291880246857,-0.5557600729770873,-0.8017109885794609,-0.7243487126391136,-0.8995126950121021,-1.0961487901066789,-0.5762335750307324,-0.3726021756164279,-0.6962320352131837,-0.3951105078712995,-0.5039262273229914,-0.3786742445270446,-0.1188394895977148,0.1444293921726212,-0.3288099081925325,-0.5983094672517547,-0.0846786420649295,-0.7605840469129019,-0.5534866237514476,-0.3804072676981266,-0.5659373544275014,-0.4751467092605135,-1.0197445036106227,-0.788147317149478,-0.7616070164360079,-0.504510514508295,-0.4334824097848818,-0.1201587883646683,-0.6937840324343109,-0.3883453955514668,-0.7945298173927654,-0.2168992228061183,-0.109287706558652,0.8398330245266853,1.1688457082158763,1.7039911443846902,2.3149995061500954,2.892394529847466,0.7735617282494576,-0.1053187871800102,0.7139376206863963,-0.5012540994528512,0.139289822090054,-0.5435818529033701,-0.3781604320674034,-0.6321943291928305,-0.670840124467162,0.2637766813255164,0.3109292343047576,0.4830192601980915,0.6964332404815947,0.1735188868340251
4,cold,adjective,-1.4507554534748888,-0.8064881967942878,-0.4817042635052186,-0.6316274479588424,-0.7852324574865759,-0.942971053722378,-0.7844518309458298,-1.0368043439899486,-0.7118561277433325,-0.7947941930145692,-0.1418324497421078,-1.0396447541424163,-0.0829467982376002,-0.2309701991368416,-0.5275112168132698,2.570522995836072,4.030225042754546,-0.2096484506252887,-0.9019642539433782,1.1972216479832043,-0.8290690672616757,-0.7683861437708945,-0.7207536928835031,-0.6101367630993824,-0.4811865169102528,-0.3389495225312478,-0.1478542346792863,0.7414180300807173,-0.7091335870092401,-0.7783489065028466,-0.8900628204561236,-0.6222616376794864,-0.3804072676981266,-0.5733322988693679,-0.7425002147370646,-0.5340104366790951,-1.0071368659709004,-0.5882536163372697,-0.8386266224119953,-0.7635382329854296,-0.7991711844439489,-1.0110994942338891,-0.8052082020817486,-0.8227945692502419,-0.2168992228061183,-1.1743723813983744,-0.6429776702214826,-0.7807825724503215,-0.6195910245609959,-0.8025844385411118,-0.8822264903553223,-1.4767319466399682,0.2694176388450946,-1.1716066198011672,0.7782658671617806,-1.2650008592371833,0.3681256660307991,-0.4645378845430102,-0.4321041778021234,-0.113200315601201,-0.7748447857402575,-1.1805549102436128,-0.5357742263180234,-0.9274633465267828,-1.095501065267404
6,dark,adjective,1.001776250994987,0.1940756196004062,5.353199138156636,2.0957258522773548,0.2763544580965288,-0.6631885767235794,-0.7828014702890446,-0.752263043354091,-0.6165604939265886,-0.7160374680511267,-0.3007191392718946,-0.5307636662817998,-0.0829467982376002,0.3385301300838851,0.1539858625205366,-0.807962588478808,-0.2738797436174944,-0.8782550071420295,-0.7282232261839835,0.0780643403727515,-0.4963003428345217,-0.6292085968409447,0.4307217817523581,-0.4393968739034919,-0.5083311293823157,0.7353816529193343,-0.0276764079788497,-0.3340763842809582,-0.7091335870092401,-0.8827988134598405,-1.0335639084337027,-0.6201749115931743,-0.3804072676981266,-0.4402957983710836,-0.7970137841161486,1.214445962042577,-0.7167521419346641,-0.6922656563965127,-0.7439087350507978,-0.6043584249011964,0.3943309963396604,-0.6769631009217599,-0.4557087617937667,-0.5576490678398937,-0.2168992228061183,-0.7195410718058701,-0.5356470088222391,-0.5780710041907434,-0.8260665251840043,-0.4316699362746167,-0.3057854217067528,-1.4670968385020418,0.1140806029436139,-1.0870995114090125,0.9536096994650224,-1.1888352424918462,2.266694245200223,0.7209059174033717,0.0052716044069715,1.8256571035659368,-0.728388572415686,-1.1351909084356642,-0.1440162499506625,-0.6969034434084757,-0.418201540412807
7,dead,adjective,0.0981090365450695,-0.9346726545059456,1.5147222343948,-0.4342946458670459,-0.9101577791630596,-0.9156419533009176,-0.7555017544247209,-0.715556555383433,-0.5911137034251148,-0.7403042460510668,-0.4221112292641081,-1.0828408374850542,-0.0829467982376002,-0.0131588673764175,0.4768750229181364,0.0945533281731664,2.4129245490483084,-0.7187874994478459,-0.3496440029522101,1.4782822192459697,-0.5000870214228307,-0.7443564226490647,-0.7207536928835031,-0.5392978729010873,-0.4467502365280872,-0.3885552027475183,-0.0707173792620897,-0.3534756822775644,1.3971981637900168,-0.6536234293718484,-0.8730053730273166,-0.3602036200067825,-0.3804072676981266,-0.5390400565065948,-0.6214642896808955,-0.3830109656436046,-0.7060354748475544,-0.7194091493067098,0.5516435200859994,-0.7635382329854296,0.2319956797980172,0.934211650639712,2.3452766394909985,-0.980815655257699,-0.2168992228061183,1.132051493974915,-0.4866975414432739,-0.3184599276529468,-0.7449487154311552,-0.7377536558800022,-0.0587105531606708,-1.5355344448346673,1.1807471469167374,-1.4117361081286015,2.5398489376916693,-1.3360155100168751,3.110064057127916,0.7749919020636898,3.398671404412072,2.1150246136859945,-0.399331580672474,-1.0214737975205748,0.5345993349117047,0.0949356334533917,-0.3153892911873692
9,empty,adjective,0.1421835517333606,-0.7730245240051677,0.7961810219512082,-0.8152301665316014,-0.8102811375171886,-0.7337508858877776,-0.0246670435782952,-0.9388323509171844,-0.7157510446568234,-0.7628061674691933,-0.6083875907965192,-0.4451001082312193,-0.0829467982376002,-0.2933423931308697,-0.6268819603764934,-0.7129786029113091,-0.6711530540182831,-0.972416109805859,1.043221173851395,-0.1042552144069107,-0.3439152166140869,-0.7118838265384837,-0.5296471612651803,-0.5269655964698053,-0.2267134342996946,-0.2322123411197294,-0.1539531577356159,-0.3610087430116417,-0.7091335870092401,-0.7663678877636622,-0.9355898153728682,-0.6444331023465533,-0.3804072676981266,-0.3265441529859022,-0.728279283594695,0.5582286213613022,-0.7179346707166899,-1.0003100864403889,-0.0932811527581747,2.1423565560232407,-0.4341782466074952,-0.8488916169847175,-0.5573775460298305,-0.7232141267630473,-0.2168992228061183,-0.7950505610013312,-1.000965421284476,-0.6773340628669597,-0.8239533721568291,-0.6088846429130532,-0.2527547182139352,-1.5914322413113149,-0.8345241245094973,-1.443599444079742,0.6482147770395875,-1.2464573817608613,2.6551967999929458,-0.0443929740978082,0.0592110295577241,0.704671404068875,-0.6815554324109964,-1.1542315049391938,-0.8822169143742346,-1.362286484846515,-1.0900011232617637
10,expensive,adjective,0.5150014406644822,-0.0980808347779403,-0.405695835465147,-0.2944974318550262,0.2252233429864212,-0.5009017571187079,-0.591222104047217,-0.9503196331238294,-0.705572328456234,-0.5741871202878392,-1.012983570912955,-0.6645674376961631,-0.0829467982376002,-0.4831180306493071,-0.6463457905079877,0.032306215196872,-0.7337511300068082,-0.2360637414540017,-0.843397921417258,-0.7012315659344359,-0.5946392382945461,-0.6709683554391518,-0.6474766485513241,-0.2755401157390148,-0.6090051661579351,-0.1547692155618651,-0.4633137691452462,0.3563652973370839,-0.3723958834922351,-0.8959472135120737,-1.0899566794705768,-0.6387815525294578,-0.3804072676981266,-0.4558106818079407,-0.5204956785700704,-0.6019172196684902,-1.0071368659709004,-1.042507953569687,-0.823625491036727,2.188361637016095,-0.930313774667104,-0.9426323860672248,-1.2353773525611265,-1.1540252734020915,-0.2168992228061183,-0.9307573453256373,-1.081433570097702,-0.6023353074227075,-0.9380636356242824,-0.2504924678598287,-0.9179820404376008,-0.2931014197257086,-0.9084367743476562,0.0909203438280746,-0.356568950818945,0.2092742796766171,0.0310109145382216,-0.1178716308896221,-0.0032199680668719,-0.5395137880846202,0.0456303652070926,-0.8280845132174447,-0.2981299954512553,0.5847497449757795,-0.5543801044724634
11,famous,adjective,-1.350149367474747,-0.8657932613483398,-0.7267570767140326,-0.9185921372658284,-0.9690818169493578,-0.6992811654037028,-0.7555017544247209,-0.7889695313247491,-0.3988086723496911,-0.7675859873782725,-1.012983570912955,-1.063584752139541,-0.0829467982376002,0.200895103300029,-0.2245067261175751,-0.976016349213944,-0.8184575927788313,-0.9769464367289894,-1.1174561087248347,-0.7474586335763382,-0.8187991359388378,-0.5999832603414218,-0.7207536928835031,-0.5392978729010873,-0.6509782125312152,-0.0888171284880308,0.1229379490217457,-0.3534756822775644,-0.7091335870092401,-0.5853009019976265,-0.7156033759351584,-0.4246312879216709,-0.3804072676981266,-0.4047710652679995,-0.680007122883651,-0.5156727400068533,-1.0071368659709004,-1.0573342312097107,-0.9637187014008016,-0.4746976155169785,-0.3315655889927132,-0.5685145826775246,-0.2728504883057953,-0.3102067562050467,-0.2168992228061183,-0.571742254398914,-0.0003069802191163,0.2052304770667609,-0.2652629782624165,-0.1507101263312994,0.0405211420114955,-0.1186067774925234,-0.6827303604123388,0.469652045060987,-0.3786193647755083,0.0884669578956903,-0.6100362372758096,-0.6746548183714175,-0.3664439906452207,-0.7988811410455323,-0.538982915656277,-0.631448675593436,-0.6770799640624695,1.8422718733892496,-0.0166324414409824
13,heavy,adjective,-0.2179538366302802,-0.8385575498838613,-0.4464182996107724,-0.8366276992885432,-0.7303639202766626,1.3850009161455836,-0.5710739510289631,-0.5132087395020168,-0.4790439607676034,-0.7440545662874214,1.3252434768450607,0.3063035680350502,-0.0829467982376002,-0.2110272826141913,0.5608325172150687,-0.2806098872919512,-0.7308711102725594,-0.8104394979696341,2.2553772538339927,0.4639679010473512,-0.453155156495001,-0.0517808928025943,0.7447871937600776,-0.5112873535649195,-0.269911971078034,0.1912567038586447,0.1926399268083691,-0.2700787001684429,-0.4511176755144327,-0.8842734003815862,-0.5342238281868478,-0.3224686566126374,-0.3804072676981266,-0.6232844235796229,-0.6335520811519099,-1.2996809043728126,-0.8032245591203083,-0.7848728675018913,-0.6675393389585236,0.0047354803504388,-0.6679334944454325,-0.8071351337324554,-1.1636478422105294,-1.1349138753489938,-0.2168992228061183,-1.015730164759694,-0.9723120745260576,-0.7418126308959551,-0.57255632814968,-0.0372958842921211,-0.5127524728384438,-1.4767319466399682,0.1716233370458047,-1.37631041163634,-0.0209126494801482,-1.1465286420273486,0.2134241639492092,-0.1884146996982278,-0.1022484470576104,-0.470954351118619,-0.904790258711016,-1.150282994143531,-0.823815183355717,-1.4608216463938897,-1.3484250649667875
15,injured,adjective,-0.3508477170269147,-0.9346726545059456,-0.3885657309001106,-0.8591545462743234,-0.3446937674243736,-0.7064867001941592,-0.4880745629981354,-0.3341655823501734,0.0128061470680266,-0.7212585021056592,0.4495717301980523,-0.8033673826055787,-0.0829467982376002,-0.0110200618363071,1.1510074097697558,-0.3934075714973745,-0.5643382044627618,-0.3289702920468106,-1.0065428772151914,4.707335348168123,-0.6424317119924461,-0.5951773161170558,-0.4764480270800183,-0.2277405946875337,-0.7213213617816175,-0.4515131459910068,-0.2793586327700492,-0.4769378812112917,-0.5843909755063852,-0.1893743135088809,0.59958045321976,1.4624646694666386,-0.3804072676981266,-0.5283101371203572,-0.559998265076653,-1.0197445036106227,-0.5636885727111859,-0.111075572907585,-0.7203532395028561,-0.5778470222951451,0.2743150798337707,-0.1960027978744498,-0.0572461340055947,-0.1313643049502671,-0.2168992228061183,1.0517446220890545,-0.2258326969968369,-0.4797694680202226,-0.6540149690359445,-0.5146501678714159,-0.5050523075585525,-1.721860433090159,1.2411244984623857,-1.5583206474317777,2.4687313863723035,-1.3360155100168751,2.12356172501343,1.4240237179875082,1.3522024382157845,1.506635259424015,0.3754412103105411,-0.4040144537632575,-0.9014289260084548,0.5847497449757795,0.0567001186342229
