feature_1,feature_2,correlation,abs_correlation
weight,drive,-0.5307392188845953,0.5307392188845953
color,cognition,-0.5298709137138872,0.5298709137138872
texture,social,-0.529530093164875,0.529530093164875
texture,arousal,-0.5261276938894133,0.5261276938894133
vision,drive,-0.5260660694430338,0.5260660694430338
vision,bright,0.5253119333446652,0.5253119333446652
high,attention,0.5247867087694885,0.5247867087694885
short,arousal,0.5227446808634044,0.5227446808634044
color,small,0.5205740176364481,0.5205740176364481
caused,angry,0.519350657229122,0.519350657229122
motion,lowerlimb,0.519176515136411,0.519176515136411
color,caused,-0.5188324680668599,0.5188324680668599
pain,consequential,0.5185958932639944,0.5185958932639944
pleasant,sad,-0.5185451560193389,0.5185451560193389
bright,temperature,0.518020797001613,0.518020797001613
complexity,scene,0.5167617982166606,0.5167617982166606
communication,drive,0.5140947595147817,0.5140947595147817
touch,consequential,-0.5132435498866629,0.5132435498866629
caused,unpleasant,0.5124290687324451,0.5124290687324451
taste,toward,0.5112390540693816,0.5112390540693816
fearful,arousal,0.5105046176764599,0.5105046176764599
small,taste,0.5097097934572402,0.5097097934572402
caused,cognition,0.5089962673135088,0.5089962673135088
texture,near,0.507259077798494,0.507259077798494
duration,long,0.50480141239259,0.50480141239259
sad,surprised,0.5024521083466178,0.5024521083466178
temperature,texture,0.5011591405611296,0.5011591405611296
touch,arousal,-0.49980036259002597,0.49980036259002597
fearful,attention,0.4971922319670967,0.4971922319670967
pattern,arousal,-0.4960958892827577,0.4960958892827577
weight,social,-0.49596012023438796,0.49596012023438796
angry,arousal,0.4933838285950375,0.4933838285950375
motion,sound,0.4912875974190325,0.4912875974190325
taste,head,0.4911234246459519,0.4911234246459519
vision,scene,0.4887147826746481,0.4887147826746481
pattern,temperature,0.4859906526940068,0.4859906526940068
benefit,drive,0.4846370184823588,0.4846370184823588
pain,happy,-0.4842028022322463,0.4842028022322463
small,practice,0.48116321523924604,0.48116321523924604
practice,attention,-0.4798443101187355,0.4798443101187355
small,caused,-0.4784965671379572,0.4784965671379572
practice,surprised,-0.47831337833240134,0.47831337833240134
harm,surprised,0.47711443706135215,0.47711443706135215
pattern,smell,0.47596512192140467,0.47596512192140467
touch,cognition,-0.473496413346268,0.473496413346268
cognition,arousal,0.47187358453954736,0.47187358453954736
self,cognition,0.4705927202939561,0.4705927202939561
slow,path,0.46759814274476896,0.46759814274476896
fast,sound,0.4671611675585996,0.4671611675585996
short,consequential,0.46708654880770967,0.46708654880770967
temperature,cognition,-0.46698716331934326,0.46698716331934326
pain,surprised,0.46684002147278314,0.46684002147278314
motion,audition,0.4661110727397138,0.4661110727397138
practice,caused,-0.4640091611559385,0.4640091611559385
fast,lowerlimb,0.46301249466958433,0.46301249466958433
shape,arousal,-0.46204974542527033,0.46204974542527033
touch,temperature,0.4620185465195555,0.4620185465195555
long,caused,0.46081383054192043,0.46081383054192043
color,touch,0.4601701311271518,0.4601701311271518
vision,temperature,0.4594496318949165,0.4594496318949165
happy,fearful,-0.4589922936414479,0.4589922936414479
self,drive,0.45764526438479913,0.45764526438479913
touch,social,-0.45687778236915616,0.45687778236915616
low,attention,0.455972572752785,0.455972572752785
caused,fearful,0.4552328138918142,0.4552328138918142
unpleasant,arousal,0.4549846837989821,0.4549846837989821
harm,happy,-0.45492289391257223,0.45492289391257223
shape,short,-0.45456011539816815,0.45456011539816815
weight,arousal,-0.4536031851399746,0.4536031851399746
small,near,0.4526342779432756,0.4526342779432756
fast,complexity,0.45238303655377415,0.45238303655377415
dark,color,0.45072756562397887,0.45072756562397887
vision,large,0.4505302748035027,0.4505302748035027
touch,drive,-0.449911922572126,0.449911922572126
disgusted,surprised,0.44936453173747837,0.44936453173747837
biomotion,fast,0.44860974178799634,0.44860974178799634
pattern,practice,0.4485374361656226,0.4485374361656226
bright,smell,0.44828120880973515,0.44828120880973515
upperlimb,near,0.4478425373296304,0.4478425373296304
shape,temperature,0.44679351752258345,0.44679351752258345
small,long,-0.44632844086491796,0.44632844086491796
small,arousal,-0.4452876123563951,0.4452876123563951
bright,shape,0.44522026713573204,0.44522026713573204
toward,away,0.4451488324397024,0.4451488324397024
shape,complexity,0.44496680228115876,0.44496680228115876
temperature,smell,0.44489835216419354,0.44489835216419354
happy,disgusted,-0.4445403100445533,0.4445403100445533
upperlimb,practice,0.44402410952375976,0.44402410952375976
sad,arousal,0.44315690060403384,0.44315690060403384
human,drive,0.4427583399882536,0.4427583399882536
long,consequential,0.4424783813996092,0.4424783813996092
practice,arousal,-0.44059173728319073,0.44059173728319073
bright,cognition,-0.44037845761866934,0.44037845761866934
happy,angry,-0.4388175169232039,0.4388175169232039
small,social,-0.43842732431535597,0.43842732431535597
complexity,landmark,0.43836606032713393,0.43836606032713393
small,consequential,-0.43749548343875,0.43749548343875
texture,surprised,-0.4374345177360655,0.4374345177360655
benefit,happy,0.4369277045840119,0.4369277045840119
texture,long,-0.4359250355236548,0.4359250355236548
large,motion,0.43571769068183414,0.43571769068183414
weight,practice,0.4338346790601588,0.4338346790601588
temperature,weight,0.43353559850420126,0.43353559850420126
body,lowerlimb,0.4322855929687433,0.4322855929687433
vision,angry,-0.4321789262283883,0.4321789262283883
duration,caused,0.4319792461743851,0.4319792461743851
vision,motion,0.43158549202195745,0.43158549202195745
smell,cognition,-0.4289925971104929,0.4289925971104929
texture,taste,0.42871062681425315,0.42871062681425315
texture,smell,0.4285958537262912,0.4285958537262912
touch,long,-0.4272534000878052,0.4272534000878052
texture,angry,-0.42651639593641866,0.42651639593641866
fast,audition,0.4260830168152379,0.4260830168152379
bright,weight,0.42480130427881263,0.42480130427881263
benefit,unpleasant,-0.42459346702536255,0.42459346702536255
practice,fearful,-0.42406391198293114,0.42406391198293114
texture,sad,-0.4217709808780304,0.4217709808780304
bright,consequential,-0.42101163638739697,0.42101163638739697
color,arousal,-0.42060402411067394,0.42060402411067394
practice,sad,-0.42054910058101724,0.42054910058101724
biomotion,lowerlimb,0.4194501639400967,0.4194501639400967
touch,surprised,-0.4192671647847795,0.4192671647847795
happy,sad,-0.419061957577773,0.419061957577773
vision,smell,0.41873411603801247,0.41873411603801247
texture,upperlimb,0.41800164296230546,0.41800164296230546
complexity,sound,0.41796513540769686,0.41796513540769686
near,caused,-0.4179335215556458,0.4179335215556458
color,communication,-0.41629801024915497,0.41629801024915497
vision,social,-0.4158354329884133,0.4158354329884133
fast,harm,0.41481458248635794,0.41481458248635794
weight,long,-0.414404622469635,0.414404622469635
loud,surprised,0.4142515754173626,0.4142515754173626
fast,toward,0.41352921629974904,0.41352921629974904
shape,long,-0.4111802247339877,0.4111802247339877
texture,duration,-0.41055800932261777,0.41055800932261777
temperature,social,-0.4092200309236331,0.4092200309236331
self,benefit,0.4090992584156927,0.4090992584156927
caused,disgusted,0.4089225829433032,0.4089225829433032
pattern,communication,-0.40859764936686055,0.40859764936686055
small,cognition,-0.407637720891888,0.407637720891888
color,human,-0.4070626065671017,0.4070626065671017
large,loud,0.40673229722637094,0.40673229722637094
motion,body,0.40622841303696666,0.40622841303696666
pattern,angry,-0.40504181810503653,0.40504181810503653
bright,complexity,0.4043884362458788,0.4043884362458788
touch,toward,0.40394525889172944,0.40394525889172944
touch,sad,-0.40327669174204805,0.40327669174204805
consequential,attention,0.40264721935732434,0.40264721935732434
touch,angry,-0.40228585153364593,0.40228585153364593
near,arousal,-0.4011894033578594,0.4011894033578594
vision,surprised,-0.40098912593003394,0.40098912593003394
motion,low,0.4009284632120976,0.4009284632120976
small,drive,-0.3999825032672852,0.3999825032672852
small,toward,0.39944704280177395,0.39944704280177395
surprised,drive,0.3991012592472774,0.3991012592472774
near,attention,-0.3984273252688946,0.3984273252688946
short,attention,0.397903595735438,0.397903595735438
temperature,drive,-0.3974187830373485,0.3974187830373485
bright,texture,0.39669428317594907,0.39669428317594907
path,toward,0.3963544068746724,0.3963544068746724
long,drive,0.3962832588314603,0.3962832588314603
fast,low,0.39607560743390147,0.39607560743390147
pattern,surprised,-0.39436344737172024,0.39436344737172024
lowerlimb,away,0.39427509654986576,0.39427509654986576
social,human,0.3937189833018684,0.3937189833018684
harm,arousal,0.3936653744394189,0.3936653744394189
audition,arousal,0.3935888760336205,0.3935888760336205
pattern,near,0.3933846838668709,0.3933846838668709
harm,attention,0.39303186471521806,0.39303186471521806
temperature,taste,0.3928987929275189,0.3928987929275189
practice,toward,0.39227350750310447,0.39227350750310447
loud,arousal,0.39174671040446324,0.39174671040446324
vision,small,0.39112218007971655,0.39112218007971655
benefit,pleasant,0.3910696192718306,0.3910696192718306
vision,short,-0.3907703040183559,0.3907703040183559
complexity,loud,0.39061287523141575,0.39061287523141575
smell,consequential,-0.38974382696088716,0.38974382696088716
texture,unpleasant,-0.38970354360774256,0.38970354360774256
motion,attention,0.3893115149842622,0.3893115149842622
small,smell,0.3888361363542337,0.3888361363542337
vision,long,-0.38880847546807035,0.38880847546807035
near,surprised,-0.38873878556720953,0.38873878556720953
practice,consequential,-0.38873801202442193,0.38873801202442193
practice,unpleasant,-0.38854586046925615,0.38854586046925615
pattern,short,-0.3883963187697259,0.3883963187697259
pattern,human,-0.388372615607124,0.388372615607124
shape,practice,0.387928692903627,0.387928692903627
shape,near,0.38790380102699673,0.38790380102699673
angry,attention,0.387857175410035,0.387857175410035
slow,body,0.38713475606869235,0.38713475606869235
complexity,cognition,-0.38671322027022875,0.38671322027022875
smell,communication,-0.3858691492961305,0.3858691492961305
vision,practice,0.3856839896706891,0.3856839896706891
shape,angry,-0.3855719178342375,0.3855719178342375
practice,angry,-0.38557183967751757,0.38557183967751757
fast,attention,0.3853721853185642,0.3853721853185642
audition,surprised,0.385075864596215,0.385075864596215
fast,high,0.38419903861354754,0.38419903861354754
caused,attention,0.38369549856946317,0.38369549856946317
weight,smell,0.3831989384128147,0.3831989384128147
pattern,taste,0.3829889803885198,0.3829889803885198
complexity,weight,0.3804436523371639,0.3804436523371639
unpleasant,attention,0.38038158641328873,0.38038158641328873
time,long,0.37956863287396314,0.37956863287396314
pain,caused,0.3789833661684166,0.3789833661684166
pattern,long,-0.37882941888700794,0.37882941888700794
vision,arousal,-0.3786432356020005,0.3786432356020005
long,cognition,0.3783901304189888,0.3783901304189888
shape,duration,-0.37720917527603176,0.37720917527603176
time,short,0.37653124068255883,0.37653124068255883
weight,communication,-0.37615918409813015,0.37615918409813015
texture,short,-0.3760390167318312,0.3760390167318312
touch,fearful,-0.37559790415801486,0.37559790415801486
temperature,toward,0.3744674426846783,0.3744674426846783
shape,communication,-0.3744465577252303,0.3744465577252303
vision,communication,-0.3743508652993939,0.3743508652993939
disgusted,arousal,0.37386415599500555,0.37386415599500555
pattern,sad,-0.3738574551195077,0.3738574551195077
touch,unpleasant,-0.372597151347644,0.372597151347644
communication,arousal,0.3720437073909826,0.3720437073909826
weight,surprised,-0.37188676257703657,0.37188676257703657
weight,near,0.371276788355198,0.371276788355198
vision,sad,-0.37100172185622876,0.37100172185622876
color,long,-0.37058344018638095,0.37058344018638095
large,low,0.3702364441548437,0.3702364441548437
weight,angry,-0.37004531709447447,0.37004531709447447
slow,complexity,0.3699105995501956,0.3699105995501956
shape,sad,-0.36938796929486223,0.36938796929486223
slow,lowerlimb,0.36898599670249643,0.36898599670249643
temperature,communication,-0.36726828462117317,0.36726828462117317
vision,disgusted,-0.3669299684730127,0.3669299684730127
pattern,duration,-0.3667732476754901,0.3667732476754901
consequential,pleasant,-0.3653922159180658,0.3653922159180658
shape,self,-0.3652576524267854,0.3652576524267854
vision,near,0.3649711189275407,0.3649711189275407
color,self,-0.3642391073667572,0.3642391073667572
pain,arousal,0.3639806013920948,0.3639806013920948
weight,short,-0.3638975365689753,0.3638975365689753
bright,human,-0.3638062695228437,0.3638062695228437
cognition,angry,0.3630882021225206,0.3630882021225206
texture,fearful,-0.362654798135014,0.362654798135014
taste,consequential,-0.3609873000048759,0.3609873000048759
texture,toward,0.36069502265576564,0.36069502265576564
bright,drive,-0.3605137789448744,0.3605137789448744
vision,unpleasant,-0.3592893745416625,0.3592893745416625
weight,toward,0.35881806263858,0.35881806263858
head,communication,0.35808151278277467,0.35808151278277467
motion,high,0.35804407807482513,0.35804407807482513
shape,surprised,-0.3579467608136697,0.3579467608136697
weight,duration,-0.35721446972260434,0.35721446972260434
smell,caused,-0.3572054925176903,0.3572054925176903
color,short,-0.35694671656814186,0.35694671656814186
consequential,communication,0.35516065151678716,0.35516065151678716
vision,self,-0.35424616077701,0.35424616077701
weight,sad,-0.3536810775564265,0.3536810775564265
large,path,0.3531092382711251,0.3531092382711251
texture,human,-0.35281835047574484,0.35281835047574484
complexity,low,0.3523959969678494,0.3523959969678494
smell,drive,-0.3520861906089835,0.3520861906089835
small,upperlimb,0.3517151954930617,0.3517151954930617
pain,attention,0.3510606129838053,0.3510606129838053
texture,time,-0.35073232417645456,0.35073232417645456
practice,needs,0.35066688237959387,0.35066688237959387
near,fearful,-0.350311042815377,0.350311042815377
cognition,sad,0.34998557958487564,0.34998557958487564
biomotion,path,0.34986768063136214,0.34986768063136214
fast,slow,0.3493587889536889,0.3493587889536889
temperature,human,-0.34871426619512785,0.34871426619512785
smell,toward,0.348673857572422,0.348673857572422
complexity,path,0.34844130882838426,0.34844130882838426
loud,away,0.3482302055146475,0.3482302055146475
shape,upperlimb,0.3482034492894705,0.3482034492894705
bright,angry,-0.34778532479465135,0.34778532479465135
large,sound,0.3475643571749419,0.3475643571749419
upperlimb,toward,0.3466752520822916,0.3466752520822916
head,path,-0.3447061844263967,0.3447061844263967
touch,duration,-0.3445199846005837,0.3445199846005837
color,surprised,-0.3444861470038583,0.3444861470038583
near,sad,-0.34437016761657274,0.34437016761657274
motion,toward,0.34402911606526226,0.34402911606526226
music,upperlimb,0.34402695797704086,0.34402695797704086
shape,smell,0.3430626325921411,0.3430626325921411
audition,speech,0.3418564148254422,0.3418564148254422
music,attention,0.3418288922877539,0.3418288922877539
unpleasant,needs,-0.34175014666427433,0.34175014666427433
large,fast,0.34154873627378635,0.34154873627378635
short,social,0.34145966492048146,0.34145966492048146
vision,dark,0.3410294799575864,0.3410294799575864
dark,social,-0.3409987980057072,0.3409987980057072
dark,pattern,0.34079857594482027,0.34079857594482027
benefit,sad,-0.3406056982916994,0.3406056982916994
human,self,0.3405583582942934,0.3405583582942934
weight,self,-0.3403326286085177,0.3403326286085177
near,unpleasant,-0.34001249536327494,0.34001249536327494
social,angry,0.3397569231636887,0.3397569231636887
taste,attention,-0.3396437788519814,0.3396437788519814
scene,cognition,-0.3388704028159624,0.3388704028159624
slow,away,0.33848763078028343,0.33848763078028343
large,shape,0.3383896655999646,0.3383896655999646
benefit,fearful,-0.338338068382971,0.338338068382971
cognition,surprised,0.3382062581882822,0.3382062581882822
drive,attention,0.337961351978578,0.337961351978578
social,benefit,0.337836776129375,0.337836776129375
benefit,disgusted,-0.3378160373633033,0.3378160373633033
weight,taste,0.33754695032762244,0.33754695032762244
bright,caused,-0.33723092374547536,0.33723092374547536
speech,communication,0.33676279684880533,0.33676279684880533
sad,attention,0.33598204149722,0.33598204149722
texture,disgusted,-0.33585203544557984,0.33585203544557984
upperlimb,long,-0.3356070371094072,0.3356070371094072
self,happy,0.3354668348293182,0.3354668348293182
large,cognition,-0.33525032749893857,0.33525032749893857
motion,shape,0.3346012422312112,0.3346012422312112
pattern,unpleasant,-0.3344882627408461,0.3344882627408461
social,surprised,0.33405138994165084,0.33405138994165084
smell,pleasant,0.33350591805818375,0.33350591805818375
touch,attention,-0.3334276031774619,0.3334276031774619
toward,cognition,-0.33292136007259526,0.33292136007259526
caused,communication,0.3324176239885547,0.3324176239885547
bright,social,-0.33128571799924905,0.33128571799924905
complexity,caused,-0.3310316259345358,0.3310316259345358
small,sad,-0.33065300715593804,0.33065300715593804
speech,social,0.3306519836725256,0.3306519836725256
dark,communication,-0.33036739301000523,0.33036739301000523
caused,harm,0.3301037284925438,0.3301037284925438
consequential,human,0.32980913852715016,0.32980913852715016
practice,disgusted,-0.32977210627953585,0.32977210627953585
touch,disgusted,-0.32921685072489887,0.32921685072489887
taste,practice,0.32920669025940036,0.32920669025940036
small,attention,-0.32891504427585966,0.32891504427585966
social,attention,0.3280717405422971,0.3280717405422971
long,social,0.3279454774264133,0.3279454774264133
color,angry,-0.3276034772681835,0.3276034772681835
human,benefit,0.3274742497131403,0.3274742497131403
communication,self,0.32711416624457196,0.32711416624457196
pattern,self,-0.3266199537188472,0.3266199537188472
pain,benefit,-0.326439790319807,0.326439790319807
complexity,audition,0.32638629139185854,0.32638629139185854
large,head,-0.32422565471589077,0.32422565471589077
taste,drive,-0.32421348610567113,0.32421348610567113
color,duration,-0.32371540505000057,0.32371540505000057
dark,drive,-0.3236560001175255,0.3236560001175255
bright,communication,-0.32332562013149235,0.32332562013149235
vision,upperlimb,0.32311037781377355,0.32311037781377355
shape,unpleasant,-0.3228619033093904,0.3228619033093904
small,surprised,-0.3223620708404458,0.3223620708404458
large,weight,0.3208938856861769,0.3208938856861769
motion,cognition,-0.3207700906683719,0.3207700906683719
small,duration,-0.3196376885524811,0.3196376885524811
texture,communication,-0.31930243756451354,0.31930243756451354
pattern,complexity,0.31923853625226223,0.31923853625226223
pattern,disgusted,-0.31914951475461806,0.31914951475461806
dark,cognition,-0.31869330748326485,0.31869330748326485
taste,arousal,-0.3182789298320127,0.3182789298320127
time,caused,0.3179935932478673,0.3179935932478673
practice,cognition,-0.31688685547087064,0.31688685547087064
pattern,toward,0.31683473300935683,0.31683473300935683
bright,disgusted,-0.3167238604058331,0.3167238604058331
vision,slow,0.3158859807899097,0.3158859807899097
touch,time,-0.3157916670045255,0.3157916670045255
toward,long,-0.31543298903805755,0.31543298903805755
happy,drive,0.31508302398337446,0.31508302398337446
touch,taste,0.3143630326026513,0.3143630326026513
practice,long,-0.31390866872393347,0.31390866872393347
smell,social,-0.3135969555344675,0.3135969555344675
speech,head,0.3135719116805662,0.3135719116805662
small,fearful,-0.31291720286691216,0.31291720286691216
near,consequential,-0.31249996676303976,0.31249996676303976
pattern,time,-0.31243104654317205,0.31243104654317205
pattern,speech,-0.31147787118709425,0.31147787118709425
human,cognition,0.31079170405824863,0.31079170405824863
bright,sad,-0.31009682027050545,0.31009682027050545
temperature,caused,-0.30992572767095483,0.30992572767095483
human,communication,0.30962061521105905,0.30962061521105905
vision,landmark,0.3092719727720697,0.3092719727720697
motion,harm,0.3091375752046032,0.3091375752046032
communication,benefit,0.308969198584925,0.308969198584925
bright,pleasant,0.30833282559864394,0.30833282559864394
duration,social,0.307692241211591,0.307692241211591
angry,drive,0.3076505073598632,0.3076505073598632
near,toward,0.30624770892976694,0.30624770892976694
bright,small,0.3060529672969431,0.3060529672969431
temperature,practice,0.30498380236344946,0.30498380236344946
shape,disgusted,-0.304734903048894,0.304734903048894
taste,caused,-0.3040590340655827,0.3040590340655827
speech,drive,0.30397797584338704,0.30397797584338704
taste,surprised,-0.302992144329238,0.302992144329238
small,temperature,0.30269038055733505,0.30269038055733505
weight,human,-0.30261169088781387,0.30261169088781387
duration,arousal,0.30259848996777716,0.30259848996777716
color,speech,-0.30254356587272035,0.30254356587272035
high,surprised,0.30244900641666606,0.30244900641666606
upperlimb,away,0.3023632200302395,0.3023632200302395
taste,social,-0.30225172701124214,0.30225172701124214
vision,fast,0.30221006821265983,0.30221006821265983
texture,attention,-0.3019227769308765,0.3019227769308765
shape,toward,0.3017322791457234,0.3017322791457234
time,social,0.301215248889585,0.301215248889585
bright,touch,0.3010398850605471,0.3010398850605471
taste,cognition,-0.30041053238157056,0.30041053238157056
biomotion,complexity,0.30025204941389194,0.30025204941389194
pleasant,needs,0.30000503617441965,0.30000503617441965
color,toward,0.29925882314726987,0.29925882314726987
communication,attention,0.2974429835300848,0.2974429835300848
near,angry,-0.29700728409336036,0.29700728409336036
small,angry,-0.2969523922955977,0.2969523922955977
shape,time,-0.29687253461000773,0.29687253461000773
benefit,angry,-0.29611636986363016,0.29611636986363016
weight,upperlimb,0.29576067596048183,0.29576067596048183
short,drive,0.29443099833344194,0.29443099833344194
near,self,0.29424192716554853,0.29424192716554853
low,away,0.2933293751271797,0.2933293751271797
taste,communication,-0.29329101782073375,0.29329101782073375
fast,shape,0.29292811350706394,0.29292811350706394
taste,long,-0.2920760323816901,0.2920760323816901
vision,toward,0.2920747372576467,0.2920747372576467
loud,fearful,0.2911569470000659,0.2911569470000659
bright,unpleasant,-0.2910275983177046,0.2910275983177046
short,unpleasant,0.2903937492018346,0.2903937492018346
dark,texture,0.29021547487532107,0.29021547487532107
touch,smell,0.28997724126963936,0.28997724126963936
large,small,-0.2897494884441709,0.2897494884441709
happy,needs,0.28965331939412853,0.28965331939412853
long,sad,0.2879067210620278,0.2879067210620278
vision,sound,0.2878604305454704,0.2878604305454704
duration,consequential,0.2873940995513796,0.2873940995513796
self,pleasant,0.28717598282560813,0.28717598282560813
sound,away,0.2863753581684201,0.2863753581684201
lowerlimb,human,0.28605409421749467,0.28605409421749467
shape,low,0.2856809302817318,0.2856809302817318
weight,time,-0.28556460426441355,0.28556460426441355
smell,angry,-0.28538085254799506,0.28538085254799506
complexity,attention,0.28530510243062385,0.28530510243062385
cognition,disgusted,0.28485550329368925,0.28485550329368925
shape,scene,0.28460402166659315,0.28460402166659315
weight,unpleasant,-0.28373144685917706,0.28373144685917706
smell,human,-0.2837047711825827,0.2837047711825827
happy,arousal,0.28362416379475264,0.28362416379475264
shape,sound,0.28213984982114165,0.28213984982114165
color,sad,-0.28129668695491844,0.28129668695491844
dark,benefit,-0.2810460981989538,0.2810460981989538
bright,speech,-0.281026948499042,0.281026948499042
loud,path,0.2805190214539852,0.2805190214539852
high,arousal,0.27877008815323345,0.27877008815323345
fast,cognition,-0.27822794338802576,0.27822794338802576
dark,shape,0.2779667308371481,0.2779667308371481
bright,scene,0.2779322664868482,0.2779322664868482
practice,drive,-0.2774363366984633,0.2774363366984633
loud,harm,0.2773300846424168,0.2773300846424168
small,time,-0.27723000864984826,0.27723000864984826
texture,speech,-0.2765492687890776,0.2765492687890776
path,harm,0.275737964587475,0.275737964587475
slow,shape,0.2752845675838547,0.2752845675838547
audition,communication,0.2750367606028432,0.2750367606028432
temperature,speech,-0.2739569920486423,0.2739569920486423
smell,practice,0.27346081637129993,0.27346081637129993
speech,practice,-0.27308936432038117,0.27308936432038117
audition,practice,-0.27287986112319096,0.27287986112319096
practice,harm,-0.2727556045279157,0.2727556045279157
human,arousal,0.2710647395082581,0.2710647395082581
complexity,high,0.2710646163321914,0.2710646163321914
weight,disgusted,-0.2704195692928912,0.2704195692928912
loud,needs,-0.2696143194104079,0.2696143194104079
complexity,lowerlimb,0.2691437734025339,0.2691437734025339
large,slow,0.2680282267162729,0.2680282267162729
near,cognition,-0.2680120285333216,0.2680120285333216
dark,weight,0.2679917023852686,0.2679917023852686
fearful,needs,-0.26780711201170776,0.26780711201170776
body,self,0.26776543802941055,0.26776543802941055
sound,arousal,0.2677093727093394,0.2677093727093394
long,arousal,0.26760367333311574,0.26760367333311574
temperature,self,-0.267130180295908,0.267130180295908
benefit,harm,-0.2663721623181523,0.2663721623181523
touch,human,-0.2661648362070645,0.2661648362070645
color,unpleasant,-0.2661423980154631,0.2661423980154631
temperature,consequential,-0.26573936067843984,0.26573936067843984
taste,pleasant,0.26534804701499715,0.26534804701499715
disgusted,attention,0.26475287590603985,0.26475287590603985
fast,pain,0.2642346786314157,0.2642346786314157
shape,taste,0.26399408915911293,0.26399408915911293
fast,head,-0.26364801468453347,0.26364801468453347
body,upperlimb,0.2632408335546888,0.2632408335546888
practice,social,-0.2631580752284566,0.2631580752284566
bright,self,-0.26264572236436456,0.26264572236436456
color,practice,0.26251300157737656,0.26251300157737656
motion,scene,0.2620891331809282,0.2620891331809282
scene,self,-0.2620056068213445,0.2620056068213445
pattern,slow,0.26164937005143707,0.26164937005143707
smell,surprised,-0.26159321806664554,0.26159321806664554
communication,surprised,0.26136926065382715,0.26136926065382715
smell,head,0.26075143946505425,0.26075143946505425
angry,needs,-0.25972191456210614,0.25972191456210614
fast,weight,0.25962473555193283,0.25962473555193283
human,angry,0.2594527667777474,0.2594527667777474
needs,attention,-0.2593333369550886,0.2593333369550886
taste,fearful,-0.25929602714270866,0.25929602714270866
scene,time,0.2583127511468445,0.2583127511468445
small,unpleasant,-0.257828437966036,0.257828437966036
pattern,upperlimb,0.2571609184463191,0.2571609184463191
loud,self,-0.25715033912840296,0.25715033912840296
texture,self,-0.25697752849902233,0.25697752849902233
pattern,fearful,-0.25682040200660156,0.25682040200660156
sad,needs,-0.25677177753882746,0.25677177753882746
scene,angry,-0.2562638193039408,0.2562638193039408
upperlimb,fearful,-0.25593557549473755,0.25593557549473755
upperlimb,unpleasant,-0.2559249442966801,0.2559249442966801
speech,angry,0.2556942442489057,0.2556942442489057
large,audition,0.25560492608796587,0.25560492608796587
scene,caused,-0.2552279342681953,0.2552279342681953
taste,angry,-0.25472592234068336,0.25472592234068336
sad,drive,0.25466329944050436,0.25466329944050436
sound,self,-0.25452823766317617,0.25452823766317617
smell,sad,-0.2536079769702902,0.2536079769702902
fast,fearful,0.2533729985879742,0.2533729985879742
face,head,0.25289534978613504,0.25289534978613504
smell,arousal,-0.2526020360342853,0.2526020360342853
near,disgusted,-0.252538511606306,0.252538511606306
upperlimb,caused,-0.25230319779683913,0.25230319779683913
music,pleasant,0.2519117578926293,0.2519117578926293
caused,pleasant,-0.25123294343826263,0.25123294343826263
short,communication,0.2505661953382034,0.2505661953382034
bright,taste,0.25040638980641744,0.25040638980641744
complexity,music,0.2499536765163262,0.2499536765163262
pain,short,0.24993611104850696,0.24993611104850696
surprised,needs,-0.24993029806634073,0.24993029806634073
touch,speech,-0.2496271497902622,0.2496271497902622
cognition,unpleasant,0.24938880028876978,0.24938880028876978
scene,surprised,-0.2492493147595642,0.2492493147595642
color,disgusted,-0.2491928103868935,0.2491928103868935
large,self,-0.24915476796561234,0.24915476796561234
shape,human,-0.2489309045828944,0.2489309045828944
pain,loud,0.2488169975219993,0.2488169975219993
pattern,scene,0.24857605854366865,0.24857605854366865
head,toward,0.24851848787933223,0.24851848787933223
complexity,consequential,-0.24818478481952064,0.24818478481952064
dark,temperature,0.24787261840765304,0.24787261840765304
taste,harm,-0.24783470649036052,0.24783470649036052
audition,taste,-0.24757029759729565,0.24757029759729565
near,duration,-0.247443905319039,0.247443905319039
bright,body,-0.24744350181263022,0.24744350181263022
audition,near,-0.2473184067126033,0.2473184067126033
slow,cognition,-0.24717405610054635,0.24717405610054635
audition,needs,-0.2465662215862887,0.2465662215862887
taste,sad,-0.24635342446031547,0.24635342446031547
loud,short,0.24606496657933488,0.24606496657933488
time,arousal,0.24590259664909486,0.24590259664909486
dark,self,-0.24586405401087055,0.24586405401087055
motion,weight,0.24576764268430076,0.24576764268430076
upperlimb,sad,-0.24538201017691896,0.24538201017691896
practice,away,0.24451017316782384,0.24451017316782384
toward,caused,-0.2439745070234376,0.2439745070234376
social,self,0.2437935445721972,0.2437935445721972
slow,weight,0.24375731360049685,0.24375731360049685
vision,low,0.24320839834271468,0.24320839834271468
fast,body,0.24284137817428858,0.24284137817428858
away,harm,0.24274304336055122,0.24274304336055122
near,social,-0.24226076723224887,0.24226076723224887
disgusted,needs,-0.24173549198191982,0.24173549198191982
short,fearful,0.2414918262041605,0.2414918262041605
audition,away,0.2412532517655603,0.2412532517655603
weight,low,0.24121021647465782,0.24121021647465782
away,short,0.2411783959569016,0.2411783959569016
sound,surprised,0.24096528855852828,0.24096528855852828
touch,short,-0.24042422399865485,0.24042422399865485
slow,caused,-0.2400642934937997,0.2400642934937997
dark,smell,0.23876546618978428,0.23876546618978428
path,short,0.2386646441142646,0.2386646441142646
dark,human,-0.23768903503420044,0.23768903503420044
