model,class_raw,class_display,fold,C,l1_ratio,macro_f1_cv
Elastic Net,noun,Thing,2,0.003593813663804626,0.9,0.29914529914529914
Elastic Net,noun,Thing,2,0.01291549665014884,0.1,0.5611111111111111
Elastic Net,noun,Thing,2,0.01291549665014884,0.3,0.29914529914529914
Elastic Net,noun,Thing,2,0.01291549665014884,0.5,0.29914529914529914
Elastic Net,noun,Thing,2,0.01291549665014884,0.7,0.29914529914529914
Elastic Net,noun,Thing,2,0.01291549665014884,0.9,0.29914529914529914
Elastic Net,noun,Thing,2,0.046415888336127795,0.1,0.7586367880485527
Elastic Net,noun,Thing,2,0.046415888336127795,0.3,0.708994708994709
Elastic Net,noun,Thing,2,0.046415888336127795,0.5,0.5877089090669825
Elastic Net,noun,Thing,2,0.046415888336127795,0.7,0.5877089090669825
Elastic Net,noun,Thing,2,0.046415888336127795,0.9,0.5312729948491538
Elastic Net,noun,Thing,2,0.1668100537200059,0.1,0.8620857699805068
Elastic Net,noun,Thing,2,0.1668100537200059,0.3,0.8403575989782887
Elastic Net,noun,Thing,2,0.1668100537200059,0.5,0.8403575989782887
Elastic Net,noun,Thing,2,0.1668100537200059,0.7,0.7825976661593099
Elastic Net,noun,Thing,2,0.1668100537200059,0.9,0.7825976661593099
Elastic Net,noun,Thing,2,0.5994842503189409,0.1,0.8595246982704988
Elastic Net,noun,Thing,2,0.5994842503189409,0.3,0.8821573780802839
Elastic Net,noun,Thing,2,0.5994842503189409,0.5,0.9198083862137613
Elastic Net,noun,Thing,2,0.5994842503189409,0.7,0.8980177360459051
Elastic Net,noun,Thing,2,0.5994842503189409,0.9,0.8603988603988603
Elastic Net,noun,Thing,2,2.1544346900318843,0.1,0.8595246982704988
Elastic Net,noun,Thing,2,2.1544346900318843,0.3,0.8595246982704988
Elastic Net,noun,Thing,2,2.1544346900318843,0.5,0.8595246982704988
Elastic Net,noun,Thing,2,2.1544346900318843,0.7,0.9198083862137613
Elastic Net,noun,Thing,2,2.1544346900318843,0.9,0.8821573780802839
Elastic Net,noun,Thing,2,7.742636826811277,0.1,0.8960092539039907
Elastic Net,noun,Thing,2,7.742636826811277,0.3,0.8595246982704988
Elastic Net,noun,Thing,2,7.742636826811277,0.5,0.8960092539039907
Elastic Net,noun,Thing,2,7.742636826811277,0.7,0.9276428481275131
Elastic Net,noun,Thing,2,7.742636826811277,0.9,0.9276428481275131
Elastic Net,noun,Thing,2,27.825594022071257,0.1,0.8960092539039907
Elastic Net,noun,Thing,2,27.825594022071257,0.3,0.8960092539039907
Elastic Net,noun,Thing,2,27.825594022071257,0.5,0.9276428481275131
Elastic Net,noun,Thing,2,27.825594022071257,0.7,0.9276428481275131
Elastic Net,noun,Thing,2,27.825594022071257,0.9,0.9276428481275131
Elastic Net,noun,Thing,2,100.0,0.1,0.8960092539039907
Elastic Net,noun,Thing,2,100.0,0.3,0.9276428481275131
Elastic Net,noun,Thing,2,100.0,0.5,0.9276428481275131
Elastic Net,noun,Thing,2,100.0,0.7,0.9276428481275131
Elastic Net,noun,Thing,2,100.0,0.9,0.9061276379354183
Elastic Net,noun,Thing,3,0.001,0.1,0.29914529914529914
Elastic Net,noun,Thing,3,0.001,0.3,0.29914529914529914
Elastic Net,noun,Thing,3,0.001,0.5,0.29914529914529914
Elastic Net,noun,Thing,3,0.001,0.7,0.29914529914529914
Elastic Net,noun,Thing,3,0.001,0.9,0.29914529914529914
Elastic Net,noun,Thing,3,0.003593813663804626,0.1,0.29914529914529914
Elastic Net,noun,Thing,3,0.003593813663804626,0.3,0.29914529914529914
Elastic Net,noun,Thing,3,0.003593813663804626,0.5,0.29914529914529914
Elastic Net,noun,Thing,3,0.003593813663804626,0.7,0.29914529914529914
Elastic Net,noun,Thing,3,0.003593813663804626,0.9,0.29914529914529914
Elastic Net,noun,Thing,3,0.01291549665014884,0.1,0.4588570470923412
Elastic Net,noun,Thing,3,0.01291549665014884,0.3,0.29914529914529914
Elastic Net,noun,Thing,3,0.01291549665014884,0.5,0.29914529914529914
Elastic Net,noun,Thing,3,0.01291549665014884,0.7,0.29914529914529914
Elastic Net,noun,Thing,3,0.01291549665014884,0.9,0.29914529914529914
Elastic Net,noun,Thing,3,0.046415888336127795,0.1,0.7896825396825397
Elastic Net,noun,Thing,3,0.046415888336127795,0.3,0.731981981981982
Elastic Net,noun,Thing,3,0.046415888336127795,0.5,0.5611111111111111
Elastic Net,noun,Thing,3,0.046415888336127795,0.7,0.5611111111111111
Elastic Net,noun,Thing,3,0.046415888336127795,0.9,0.4588570470923412
Elastic Net,noun,Thing,3,0.1668100537200059,0.1,0.8630155510480053
Elastic Net,noun,Thing,3,0.1668100537200059,0.3,0.7896825396825397
Elastic Net,noun,Thing,3,0.1668100537200059,0.5,0.772584833019966
Elastic Net,noun,Thing,3,0.1668100537200059,0.7,0.7896825396825397
Elastic Net,noun,Thing,3,0.1668100537200059,0.9,0.8163667293401379
