feature,mutual_information
benefit_x_happy,0.0627716037427486
slow_x_landmark,0.06271149598106196
number_x_long,0.06258329008853258
audition_x_communication,0.06255922183143525
face_x_sound,0.06253138059927288
loud_x_scene,0.06250465091121926
body_x_taste,0.06250051207454499
toward_x_social,0.06249393441837259
touch_x_upperlimb,0.06227803411768229
weight_x_consequential,0.062269322442886965
complexity_x_arousal,0.062134757819488184
sound_x_scene,0.062087146874336474
color_x_taste,0.06194943820301502
motion_x_arousal,0.06186443078703974
texture_x_sound,0.06186439787086506
social_x_needs,0.06183213202516091
biomotion_x_low,0.06181421172978241
number_x_happy,0.061706573493642614
loud_x_path,0.06167301062859698
large_x_face,0.061665147352488514
away_sq,0.06166043384826292
vision_x_pleasant,0.061658479514226094
head_x_near,0.06164304356781658
texture_x_high,0.061621714852670983
biomotion_x_number,0.061617474055550625
biomotion_x_happy,0.06160449450433303
audition_x_upperlimb,0.06156851523340645
small_x_high,0.061516856328514
pattern_x_motion,0.06129445495992436
motion_x_near,0.0612124016801292
color_x_drive,0.06120769310169205
biomotion_x_sad,0.06112857500062252
speech_x_lowerlimb,0.06102946636975659
benefit_x_attention,0.061002930631244956
bright_x_pattern,0.061000562960142446
small_x_communication,0.06094404679890286
high_x_near,0.06089362474965454
pain_x_landmark,0.06088656982413543
texture_x_arousal,0.06077851811980861
head_x_caused,0.06076255104188433
short_x_communication,0.06071213915033624
small_x_low,0.06064552101161769
slow_x_complexity,0.06061417148264514
caused_x_needs,0.060577964366177905
vision_x_slow,0.06054757767548957
time_x_consequential,0.06044696542247774
scene_x_consequential,0.06038894781878512
complexity_x_sad,0.060343385015212414
slow_x_upperlimb,0.06032087223053373
path_x_happy,0.06023120801910542
slow_x_audition,0.060079957705446496
audition_x_speech,0.060061811104445084
speech_x_harm,0.059898213048634075
duration_x_social,0.05988226988122025
small_x_away,0.05966443303681013
path_x_harm,0.059655727050629714
loud_x_practice,0.05964854625554694
large_x_upperlimb,0.0596386965460558
touch_x_path,0.05959917345836718
bright_x_complexity,0.0595818589718764
smell_x_toward,0.05953174540794981
head_x_duration,0.05949970354230438
large_x_landmark,0.05949615366104832
weight_x_head,0.059465854671283624
biomotion_x_high,0.05942171274055985
motion_x_fast,0.05940573699093843
lowerlimb_x_cognition,0.05939100498820582
small_x_scene,0.059344260156737993
loud_x_smell,0.05927523035029392
scene_x_drive,0.059064256980242424
biomotion_x_surprised,0.05898780051156738
touch_x_scene,0.058957694889489654
slow_x_high,0.05891620342540249
touch_x_social,0.05876597210478063
vision_x_upperlimb,0.058755750313941535
biomotion_x_weight,0.058668357297240625
motion_x_caused,0.058558875559972856
away,0.05855347333562655
slow_x_texture,0.05854201940593762
lowerlimb_x_landmark,0.05853418796723653
face_x_unpleasant,0.05853278878543877
landmark_x_time,0.0585299802318755
vision_x_temperature,0.05835216648599828
toward_x_fearful,0.058329653263314185
biomotion_x_sound,0.05822315500991859
texture_x_long,0.05821800207236194
audition,0.0581971511325059
large_x_drive,0.05795087341453464
pattern_x_fearful,0.05791692611872579
vision_x_large,0.0578477087659901
taste_x_cognition,0.05782934968737541
complexity_x_loud,0.05780282332456199
