feature,anova_f,anova_pvalue,mutual_information,max_abs_class_mean_contrast,rank_anova,rank_mi,rank_class_contrast,combined_rank
body_x_lowerlimb,19.791167360726874,6.050977675457487e-09,0.09012243682939536,0.7980447952135744,253.0,367.0,225.0,281.6666666666667
upperlimb_x_landmark,24.895098832551255,5.97072425415457e-11,0.08406867266670592,0.8122152337194302,194.0,434.0,219.0,282.3333333333333
complexity_x_cognition,22.405053630398,5.612379653210827e-10,0.08840514711930791,0.7590435112778645,223.0,382.0,244.0,283.0
shape_x_happy,23.079500096861413,3.0517973045857493e-10,0.09424811281769618,0.6944838611933999,217.0,317.0,320.0,284.6666666666667
biomotion_x_slow,17.37346294682578,5.589788943606806e-08,0.09762469563074938,0.7265608647848364,283.0,292.0,281.0,285.3333333333333
toward_x_cognition,32.639175992074414,6.509837482579604e-14,0.07113965143473044,0.9978656068092392,134.0,601.0,123.0,286.0
touch_x_drive,19.79748304181089,6.016118901300821e-09,0.09670086336117811,0.6974756071879682,252.0,300.0,313.0,288.3333333333333
fast_x_drive,21.763160704721074,1.0038616595278327e-09,0.08645850144885325,0.7805879166167059,232.0,400.0,234.0,288.6666666666667
color_x_complexity,12.306181796629991,6.375592506045562e-06,0.1589661190165188,0.6335963833493983,420.0,50.0,405.0,291.6666666666667
self_x_benefit,27.134151114073155,8.122177466580394e-12,0.07541321332518991,0.921787904015031,175.0,543.0,159.0,292.3333333333333
upperlimb_x_practice,19.628845276544823,7.020005737143765e-09,0.09184081117062637,0.7267852671352683,254.0,350.0,280.0,294.6666666666667
small_x_drive,10.939358014215669,2.329928775201135e-05,0.11847360747988556,0.7356214234763949,468.0,150.0,268.0,295.3333333333333
landmark_x_consequential,14.019912093892257,1.269599867765378e-06,0.1487027594360888,0.6020045823307963,370.0,63.0,456.0,296.3333333333333
shape_x_drive,16.644070613653934,1.0982241649090827e-07,0.09185511577551364,0.7577018934502777,298.0,348.0,247.0,297.6666666666667
path_x_time,18.567078566072926,1.8596573864713275e-08,0.08811273799618657,0.7616429634328964,264.0,389.0,240.0,297.6666666666667
away_x_duration,25.072063468602522,5.096329128315522e-11,0.07720436475301073,0.8842078449680374,193.0,519.0,183.0,298.3333333333333
vision_x_benefit,16.92677611614047,8.450876918726097e-08,0.08639811516798823,0.8434259260159124,291.0,404.0,203.0,299.3333333333333
near_x_unpleasant,22.658861081691068,4.46156345977542e-10,0.07903761590080882,0.8439579021194348,220.0,493.0,202.0,305.0
pattern_x_shape,19.899602865259222,5.479677154053986e-09,0.09862949384793684,0.6405936121825268,250.0,278.0,394.0,307.3333333333333
touch_x_self,28.1057078368079,3.437671112682729e-12,0.07052719558940224,0.933039659290922,163.0,608.0,153.0,308.0
body_x_long,20.24622501126599,3.992191233545864e-09,0.0820902029241366,0.7842391597772159,243.0,455.0,231.0,309.6666666666667
small_x_short,14.899006650598139,5.574473718145255e-07,0.10119543806327225,0.6802710186692209,341.0,254.0,337.0,310.6666666666667
texture,13.440642252576984,2.1876220062564524e-06,0.11816599328703492,0.6418371424895063,390.0,152.0,391.0,311.0
fast_x_upperlimb,20.54676000623812,3.0347387202095706e-09,0.083790067310888,0.7449519530439437,239.0,439.0,257.0,311.6666666666667
short_x_pleasant,17.74395528173902,3.9698412582212386e-08,0.09769859768667843,0.6554690528481534,278.0,289.0,370.0,312.3333333333333
toward_x_drive,24.87155441657636,6.097901197465625e-11,0.07608190892621303,0.8268022627412082,195.0,531.0,213.0,313.0
human_x_surprised,14.14638281197995,1.1276003390076636e-06,0.10633890941536661,0.6632790607219149,367.0,214.0,359.0,313.3333333333333
slow_x_arousal,28.152515693680318,3.298468063604039e-12,0.07065262495636104,0.8883824341951251,162.0,604.0,181.0,315.6666666666667
toward_x_duration,23.999670153340976,1.3328581826113765e-10,0.07567934911798968,0.8493744921430769,211.0,538.0,199.0,316.0
small_x_self,22.93946541268597,3.462822035557202e-10,0.07609188321708826,0.8393633688401653,218.0,530.0,204.0,317.3333333333333
pattern_x_weight,18.464821693895924,2.0430693199437912e-08,0.10384021166071311,0.6046996606521563,268.0,235.0,450.0,317.6666666666667
practice_x_landmark,16.18728477577271,1.6782038382783557e-07,0.0940007176424309,0.6939423451906392,313.0,319.0,322.0,318.0
fast_x_communication,22.402399016896595,5.625873598263442e-10,0.0767970144210457,0.8364963255282244,224.0,524.0,207.0,318.3333333333333
lowerlimb_x_caused,27.738703598336933,4.754898379376222e-12,0.06820816378981598,0.9267462828433538,168.0,633.0,157.0,319.3333333333333
short_x_social,19.909230398576295,5.4316513748994475e-09,0.08524271646478776,0.7169605252179997,249.0,419.0,290.0,319.3333333333333
near,14.767406083969895,6.304172468941955e-07,0.09155439215082106,0.7454666109885352,349.0,354.0,256.0,319.6666666666667
bright_x_shape,18.445534617978723,2.0796489990324717e-08,0.09904340325897953,0.6190831149444276,269.0,273.0,426.0,322.6666666666667
path_x_needs,22.250007871603394,6.457735652062724e-10,0.0769711725318325,0.808314119508554,226.0,523.0,221.0,323.3333333333333
face_x_self,13.644999361622327,1.8052544701605556e-06,0.10288826698442621,0.6632838418825,383.0,240.0,358.0,327.0
shape_x_touch,16.498801572781456,1.2566563506190438e-07,0.10553830636638128,0.5969043895603945,302.0,218.0,470.0,330.0
pattern_x_benefit,13.946678210776152,1.3599040419076719e-06,0.0937630919013086,0.7091161517824147,372.0,323.0,299.0,331.3333333333333
body_x_touch,18.399384766187698,2.1698699882592153e-08,0.07913376039686693,0.7745040324157251,272.0,492.0,235.0,333.0
landmark_x_cognition,27.98750480088291,3.8160480999187135e-12,0.06600099148975747,0.9172126768256958,165.0,674.0,163.0,334.0
fast_x_duration,16.35291735978287,1.4388889533177607e-07,0.09026970732775785,0.6839850623430063,305.0,365.0,332.0,334.0
touch_x_duration,28.354497015427878,2.759860738832289e-12,0.06504294943707523,0.9433217274203355,160.0,692.0,151.0,334.3333333333333
slow_x_benefit,26.8040822060573,1.0886186900270002e-11,0.06938364876435266,0.8336431694623155,179.0,618.0,208.0,335.0
self_x_unpleasant,16.128730108585923,1.772056980766747e-07,0.0869191495598749,0.7095860362728632,316.0,394.0,298.0,336.0
small_x_consequential,14.089490144998408,1.1893894706951194e-06,0.10944883822684259,0.6094163779690774,369.0,199.0,441.0,336.3333333333333
lowerlimb_x_human,24.677832930067897,7.253172747901864e-11,0.06914946971007874,0.8705858546645951,201.0,622.0,189.0,337.3333333333333
fast_x_consequential,15.680826689121004,2.6881552443626227e-07,0.09184084790571556,0.6736052621050663,326.0,349.0,344.0,339.6666666666667
weight_x_happy,14.864062274039295,5.759526520005301e-07,0.09698290814708121,0.6497435382710074,344.0,297.0,379.0,340.0
texture_x_benefit,14.533919752782563,7.843136069197037e-07,0.08470406815373388,0.7675593118773751,357.0,427.0,238.0,340.6666666666667
pattern_x_human,14.001639113246764,1.2915518700901607e-06,0.09773780880496474,0.6608070441032082,371.0,288.0,364.0,341.0
human_x_attention,14.353548674682868,9.286207290096909e-07,0.09310969615306885,0.6854979815844162,363.0,331.0,331.0,341.6666666666667
upperlimb_x_benefit,16.193991295421277,1.6677782645929982e-07,0.07848227201730928,0.8284933145343539,312.0,504.0,210.0,342.0
toward_x_benefit,13.537096661004865,1.9979424828777376e-06,0.09429470334497636,0.688733790517675,386.0,316.0,328.0,343.3333333333333
vision_x_short,16.299638981358783,1.5118715688951708e-07,0.08929031201038429,0.6690897559978125,307.0,377.0,349.0,344.3333333333333
fast_x_near,22.47926857992035,5.248010359252964e-10,0.07161396459691516,0.7877047479803325,222.0,590.0,229.0,347.0
texture_x_scene,15.081824512523879,4.6993620804155797e-07,0.08930042921246417,0.6768362783650911,338.0,376.0,341.0,351.6666666666667
bright_x_weight,16.169596028858752,1.7060169574843083e-07,0.10529420861783745,0.5699808947632029,314.0,224.0,518.0,352.0
slow_x_upperlimb,32.681447337687,6.27563417758579e-14,0.06032087223053373,0.9677308366023172,133.0,786.0,139.0,352.6666666666667
complexity_x_texture,11.450157387587076,1.4341910512260374e-05,0.13665136839327907,0.5741915688008246,455.0,97.0,508.0,353.3333333333333
self_x_needs,12.43609448541224,5.639026239311582e-06,0.10235303395070261,0.6359623552903616,414.0,246.0,401.0,353.6666666666667
scene_x_self,49.365971446454566,5.271956349377963e-20,0.052838558457512175,1.1938036530412444,74.0,920.0,68.0,354.0
small_x_duration,13.648243314997918,1.7997600720605947e-06,0.09714851260771074,0.6415395299860862,382.0,295.0,392.0,356.3333333333333
away_x_arousal,23.877930681660054,1.4869682594675077e-10,0.06756432925421363,0.8274964943944744,213.0,646.0,211.0,356.6666666666667
small_x_cognition,16.692950243651506,1.049559021465143e-07,0.0820919661243158,0.6941770580203169,297.0,454.0,321.0,357.3333333333333
body_x_communication,10.860702682919905,2.5109353076516988e-05,0.12313103912742895,0.5911734162995942,472.0,135.0,476.0,361.0
fast_x_path,14.448533372990925,8.495817956743473e-07,0.0938431684878418,0.634841799483755,359.0,322.0,402.0,361.0
short_x_caused,17.868371131983107,3.539301848603764e-08,0.08082490647243601,0.6783934751745884,276.0,470.0,339.0,361.6666666666667
human_x_drive,26.13581587183858,1.9722097189926914e-11,0.06359499739960928,0.8994005335551067,187.0,725.0,174.0,362.0
biomotion_x_social,21.829751766592167,9.450268738095628e-10,0.06740598278037435,0.8244143686847393,229.0,651.0,214.0,364.6666666666667
texture_sq,14.404980104696179,8.849477592509102e-07,0.11024996910874663,0.5604863219237559,360.0,194.0,543.0,365.6666666666667
small_x_path,15.269416255717113,3.9445657242061645e-07,0.08645823382289564,0.6626972204610959,337.0,401.0,361.0,366.3333333333333
upperlimb_x_drive,23.93099796989283,1.4177031019450072e-10,0.06805002167591168,0.7465798367066133,212.0,636.0,254.0,367.3333333333333
pain_x_self,14.581091571035634,7.504413442283147e-07,0.08553044885947236,0.6838679865084097,354.0,415.0,333.0,367.3333333333333
texture_x_short,16.035570722828922,1.9323677472099055e-07,0.08695572481504699,0.6401915667649799,321.0,393.0,395.0,369.6666666666667
body_x_pleasant,15.943913624685173,2.1043128705254484e-07,0.07961796994286963,0.7069782863407216,323.0,487.0,301.0,370.3333333333333
color_x_shape,20.886467877328023,2.2268624691160644e-09,0.07730168973964213,0.6563754196543435,236.0,518.0,369.0,374.3333333333333
upperlimb_x_arousal,16.116372828933127,1.7925278804742648e-07,0.08833188913249046,0.6164577840775145,317.0,385.0,430.0,377.3333333333333
path_x_surprised,13.332618312708963,2.4216212978662978e-06,0.09490668224287058,0.6081250020149835,394.0,309.0,442.0,381.6666666666667
vision_x_near,7.993660376041021,0.00039093160628793556,0.12277506102095614,0.6665583973889201,654.0,138.0,353.0,381.6666666666667
motion_x_scene,7.951160987645628,0.00040727767892406735,0.11864102363385531,0.677499286245574,659.0,149.0,340.0,382.6666666666667
motion_x_consequential,13.318730700762039,2.4534750220863107e-06,0.10489801704732238,0.5683414538758745,395.0,230.0,523.0,382.6666666666667
vision_x_motion,8.459109520289422,0.0002497425081482384,0.12174376269330467,0.6436958917940138,622.0,141.0,389.0,384.0
