feature,anova_f,anova_pvalue,mutual_information,max_abs_class_mean_contrast,rank_anova,rank_mi,rank_class_contrast,combined_rank
small_x_lowerlimb,3.6313988791371092,0.027304069204239362,0.056437350253382146,0.2992950769101212,1258.0,857.0,1554.0,1223.0
texture_x_surprised,4.636328625087902,0.010188713249120775,0.009719584360623701,0.5129578401602388,1065.0,1929.0,679.0,1224.3333333333333
vision_x_consequential,4.919445104236194,0.007724442920062718,0.0259980145367269,0.4133657125384728,1023.0,1585.0,1065.0,1224.3333333333333
slow_x_disgusted,2.9199724114468824,0.055018126296788546,0.06429968635318795,0.29898221391411806,1408.0,710.0,1555.0,1224.3333333333333
shape_x_music,3.743217568009113,0.024462081957676133,0.05237040244719138,0.31174895813200676,1235.0,931.0,1509.0,1225.0
head_x_toward,2.9289840961857743,0.05453121841646398,0.04228671448636323,0.4071980539037077,1407.0,1171.0,1098.0,1225.3333333333333
number,3.848653274676735,0.02205499050425381,0.04526714929742104,0.34353969163265424,1211.0,1099.0,1372.0,1227.3333333333333
touch_x_temperature,3.1533780860914056,0.043708624197137086,0.06555038493394316,0.2697134242212618,1351.0,684.0,1650.0,1228.3333333333333
color_x_duration,5.36614161245843,0.004994055305537817,0.03463053717683251,0.34509160523280485,952.0,1375.0,1361.0,1229.3333333333333
large_x_high,4.850458829056923,0.00826331436071074,0.03505077739266049,0.3619153219374022,1036.0,1365.0,1288.0,1229.6666666666667
loud_x_attention,4.119266228151982,0.01691001435686826,0.02554772081967771,0.4428248325719914,1158.0,1601.0,931.0,1230.0
slow_x_loud,3.400380763868718,0.03427080467340308,0.03429525919688858,0.4282147590215757,1303.0,1384.0,1005.0,1230.6666666666667
large_x_number,3.1414933520537387,0.044223516965911994,0.056767163158663037,0.31557857057577127,1355.0,854.0,1483.0,1230.6666666666667
small_x_low,3.3187377599302774,0.03713894535489179,0.06064552101161769,0.28510982779037847,1312.0,779.0,1602.0,1231.0
sound_x_pleasant,6.397377009326549,0.0018308597428424629,0.012034992320095528,0.431949023031384,816.0,1892.0,987.0,1231.6666666666667
large_x_slow,1.620153908494714,0.19908789056277096,0.0818698538879894,0.3101129737455422,1725.0,456.0,1515.0,1232.0
fast_x_high,3.247954284241487,0.039820131396001296,0.04595345019904595,0.3632599303217549,1327.0,1086.0,1283.0,1232.0
vision_x_music,2.783528015817137,0.06294745079249307,0.06524435224919212,0.2944357678760347,1445.0,687.0,1567.0,1233.0
large_x_head,5.360868638504062,0.005019806698330812,0.012188982254969893,0.462834609858321,955.0,1888.0,857.0,1233.3333333333333
