model,class_raw,class_display,feature,coefficient,abs_coefficient,is_nonzero
Elastic Net,noun,Thing,dark,0.11940681506305727,0.11940681506305727,True
Elastic Net,noun,Thing,fearful,-0.20083287097036995,0.20083287097036995,True
Elastic Net,noun,Thing,unpleasant,-0.7171803374702382,0.7171803374702382,True
Elastic Net,noun,Thing,disgusted,0.547042155577529,0.547042155577529,True
Elastic Net,noun,Thing,pain,-0.8242803595045178,0.8242803595045178,True
Elastic Net,verb,Action,short,1.5365956700083507,1.5365956700083507,True
Elastic Net,verb,Action,self,0.6111169569022928,0.6111169569022928,True
Elastic Net,verb,Action,practice,2.728173874461579,2.728173874461579,True
Elastic Net,verb,Action,path,1.2447364225405577,1.2447364225405577,True
Elastic Net,verb,Action,human,2.8865005300469107,2.8865005300469107,True
Elastic Net,verb,Action,shape,-0.1693153221430243,0.1693153221430243,True
Elastic Net,verb,Action,complexity,-0.0894656674224601,0.0894656674224601,True
Elastic Net,verb,Action,body,0.3001706923966812,0.3001706923966812,True
Elastic Net,verb,Action,color,-0.15467173295266065,0.15467173295266065,True
Elastic Net,verb,Action,biomotion,0.8472933065565545,0.8472933065565545,True
Elastic Net,verb,Action,near,0.27083270345720045,0.27083270345720045,True
Elastic Net,verb,Action,away,-0.4102475424532522,0.4102475424532522,True
Elastic Net,verb,Action,caused,1.2058699538235005,1.2058699538235005,True
Elastic Net,verb,Action,texture,0.06727720176015335,0.06727720176015335,True
Elastic Net,verb,Action,upperlimb,0.21669292857283068,0.21669292857283068,True
Elastic Net,verb,Action,consequential,0.8751545084992814,0.8751545084992814,True
Elastic Net,verb,Action,benefit,-0.1984797326717096,0.1984797326717096,True
Elastic Net,verb,Action,vision,-1.1810141153642855,1.1810141153642855,True
Elastic Net,verb,Action,slow,0.36515885287488814,0.36515885287488814,True
Elastic Net,verb,Action,drive,-0.25062035649496706,0.25062035649496706,True
Elastic Net,verb,Action,fast,0.438015597355011,0.438015597355011,True
Elastic Net,verb,Action,weight,-0.11551336990516987,0.11551336990516987,True
Elastic Net,verb,Action,small,0.0024235398337673873,0.0024235398337673873,True
Elastic Net,verb,Action,motion,-0.0013469658226096313,0.0013469658226096313,True
Elastic Net,verb,Action,toward,-0.33393143325050306,0.33393143325050306,True
Elastic Net,verb,Action,pattern,1.0367799688719308,1.0367799688719308,True
Elastic Net,verb,Action,bright,-0.20138469151725602,0.20138469151725602,True
Elastic Net,verb,Action,lowerlimb,-0.2251598024376313,0.2251598024376313,True
Elastic Net,verb,Action,smell,-0.08253034705819341,0.08253034705819341,True
Elastic Net,verb,Action,duration,0.17728661742665844,0.17728661742665844,True
Elastic Net,verb,Action,large,0.17314029159018998,0.17314029159018998,True
Elastic Net,verb,Action,landmark,0.7488704759898743,0.7488704759898743,True
Elastic Net,verb,Action,face,-1.1556390651710589,1.1556390651710589,True
Elastic Net,verb,Action,sound,-0.35959807727101045,0.35959807727101045,True
Elastic Net,verb,Action,audition,-0.09507363526986265,0.09507363526986265,True
Elastic Net,verb,Action,head,0.30938508384020236,0.30938508384020236,True
Elastic Net,verb,Action,scene,0.0,0.0,False
Elastic Net,verb,Action,loud,0.531625478778984,0.531625478778984,True
Elastic Net,verb,Action,number,-0.6667854697914682,0.6667854697914682,True
Elastic Net,verb,Action,surprised,0.0879778000915846,0.0879778000915846,True
Elastic Net,verb,Action,high,-0.09567638853619484,0.09567638853619484,True
Elastic Net,verb,Action,temperature,-0.10479806694717256,0.10479806694717256,True
Elastic Net,verb,Action,speech,-0.8751239779500702,0.8751239779500702,True
Elastic Net,verb,Action,communication,-0.05508534875679086,0.05508534875679086,True
Elastic Net,verb,Action,low,-0.39877989316551443,0.39877989316551443,True
Elastic Net,verb,Action,arousal,0.8052876124454414,0.8052876124454414,True
Elastic Net,verb,Action,happy,-0.24617801173940446,0.24617801173940446,True
Elastic Net,verb,Action,social,-0.34146043495913336,0.34146043495913336,True
Elastic Net,verb,Action,music,-0.04487720184738738,0.04487720184738738,True
Elastic Net,verb,Action,sad,-0.23519062603024363,0.23519062603024363,True
Elastic Net,verb,Action,cognition,0.019711537395931664,0.019711537395931664,True
Elastic Net,verb,Action,time,-0.39240466552383374,0.39240466552383374,True
Elastic Net,verb,Action,touch,0.3492109154924827,0.3492109154924827,True
Elastic Net,verb,Action,pleasant,-0.09789005464787129,0.09789005464787129,True
Elastic Net,verb,Action,needs,-0.12240622526632729,0.12240622526632729,True
Elastic Net,verb,Action,angry,0.14251512885808698,0.14251512885808698,True
Elastic Net,verb,Action,harm,-0.7825504883294712,0.7825504883294712,True
Elastic Net,verb,Action,taste,0.17730266158804783,0.17730266158804783,True
Elastic Net,verb,Action,long,0.39672269901477014,0.39672269901477014,True
Elastic Net,verb,Action,attention,0.17077930110296385,0.17077930110296385,True
Elastic Net,verb,Action,dark,0.4221732715598434,0.4221732715598434,True
Elastic Net,verb,Action,fearful,-0.17834482877258312,0.17834482877258312,True
Elastic Net,verb,Action,unpleasant,0.27893606717814895,0.27893606717814895,True
Elastic Net,verb,Action,disgusted,-0.08413229945246474,0.08413229945246474,True
Elastic Net,verb,Action,pain,-0.19189712559718827,0.19189712559718827,True
