class,feature,coefficient,abs_coefficient,model,target
Cluster_03,vision,0.16638164880070405,0.16638164880070405,elastic_net,kmeans_k3
Cluster_03,smell,0.15582932261703553,0.15582932261703553,elastic_net,kmeans_k3
Cluster_03,arousal,-0.14750466287031408,0.14750466287031408,elastic_net,kmeans_k3
Cluster_03,biomotion,-0.14657500522201922,0.14657500522201922,elastic_net,kmeans_k3
Cluster_01,benefit,-0.14205298654382478,0.14205298654382478,elastic_net,kmeans_k3
Cluster_02,disgusted,-0.13792823680717223,0.13792823680717223,elastic_net,kmeans_k3
Cluster_02,face,0.13563126675033532,0.13563126675033532,elastic_net,kmeans_k3
Cluster_02,color,-0.12843903278847987,0.12843903278847987,elastic_net,kmeans_k3
Cluster_02,fearful,-0.12170070925559774,0.12170070925559774,elastic_net,kmeans_k3
Cluster_02,shape,-0.11671196300118658,0.11671196300118658,elastic_net,kmeans_k3
Cluster_02,drive,0.10295588821974615,0.10295588821974615,elastic_net,kmeans_k3
Cluster_03,temperature,0.0964438261438308,0.0964438261438308,elastic_net,kmeans_k3
Cluster_01,sound,0.09348292701182209,0.09348292701182209,elastic_net,kmeans_k3
Cluster_01,social,0.08924376872748359,0.08924376872748359,elastic_net,kmeans_k3
Cluster_01,high,0.07907783973965121,0.07907783973965121,elastic_net,kmeans_k3
Cluster_02,high,-0.077691657771358,0.077691657771358,elastic_net,kmeans_k3
Cluster_03,upperlimb,0.07677281809672128,0.07677281809672128,elastic_net,kmeans_k3
Cluster_03,motion,-0.07317816169029258,0.07317816169029258,elastic_net,kmeans_k3
Cluster_02,toward,-0.06726233588759874,0.06726233588759874,elastic_net,kmeans_k3
Cluster_01,arousal,0.06583314223802987,0.06583314223802987,elastic_net,kmeans_k3
Cluster_02,cognition,0.05334351580208371,0.05334351580208371,elastic_net,kmeans_k3
Cluster_01,toward,0.044577785875561056,0.044577785875561056,elastic_net,kmeans_k3
Cluster_02,needs,0.03377168130990686,0.03377168130990686,elastic_net,kmeans_k3
Cluster_02,attention,-0.027366548320208038,0.027366548320208038,elastic_net,kmeans_k3
Cluster_01,landmark,-0.025309243222084145,0.025309243222084145,elastic_net,kmeans_k3
Cluster_03,fast,-0.020848707156510174,0.020848707156510174,elastic_net,kmeans_k3
Cluster_03,communication,-0.005873274382024114,0.005873274382024114,elastic_net,kmeans_k3
Cluster_03,angry,0.0,0.0,elastic_net,kmeans_k3
Cluster_02,angry,0.0,0.0,elastic_net,kmeans_k3
Cluster_02,caused,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,sad,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,color,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,unpleasant,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,pattern,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,texture,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,weight,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,shape,0.0,0.0,elastic_net,kmeans_k3
Cluster_02,consequential,0.0,0.0,elastic_net,kmeans_k3
Cluster_02,vision,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,fearful,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,vision,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,human,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,disgusted,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,cognition,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,pleasant,0.0,0.0,elastic_net,kmeans_k3
Cluster_02,pleasant,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,bright,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,drive,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,harm,0.0,0.0,elastic_net,kmeans_k3
Cluster_02,harm,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,pain,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,touch,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,surprised,0.0,0.0,elastic_net,kmeans_k3
Cluster_02,surprised,0.0,0.0,elastic_net,kmeans_k3
Cluster_03,face,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,face,0.0,0.0,elastic_net,kmeans_k3
Cluster_02,long,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,long,0.0,0.0,elastic_net,kmeans_k3
Cluster_01,self,0.0,0.0,elastic_net,kmeans_k3
