target,model,n_train,n_test,n_features,n_classes,accuracy_train,accuracy_test,balanced_accuracy_train,balanced_accuracy_test,macro_precision_test,macro_recall_test,macro_f1_train,macro_f1_test,weighted_f1_test
kmeans_k3,baseline,428,107,65,3,1.0,0.9813084112149533,1.0,0.9743230625583567,0.9839067702552718,0.9743230625583567,1.0,0.9788913939559564,0.9812389418954269
kmeans_k3,lasso,428,107,65,3,1.0,0.9719626168224299,1.0,0.9584500466853408,0.9778503994190269,0.9584500466853408,1.0,0.9672401035886052,0.9716716628460589
kmeans_k3,elastic_net,428,107,65,3,1.0,0.9813084112149533,1.0,0.9743230625583567,0.9839067702552718,0.9743230625583567,1.0,0.9788913939559564,0.9812389418954269
kmeans_k3,post_selection_logistic,428,107,53,3,1.0,0.9813084112149533,1.0,0.9743230625583567,0.9839067702552718,0.9743230625583567,1.0,0.9788913939559564,0.9812389418954269
