class,feature,coefficient,abs_coefficient,model,target
Cluster_01,texture,-0.09620898045102073,0.09620898045102073,baseline,kmeans_k3
Cluster_02,away,0.09382901833813553,0.09382901833813553,baseline,kmeans_k3
Cluster_02,loud,-0.09111998931675397,0.09111998931675397,baseline,kmeans_k3
Cluster_02,small,-0.09072263426397338,0.09072263426397338,baseline,kmeans_k3
Cluster_03,large,-0.09016266593826858,0.09016266593826858,baseline,kmeans_k3
Cluster_01,loud,0.0859592191764462,0.0859592191764462,baseline,kmeans_k3
Cluster_01,upperlimb,-0.08500891239761861,0.08500891239761861,baseline,kmeans_k3
Cluster_01,drive,0.08286260910504532,0.08286260910504532,baseline,kmeans_k3
Cluster_01,color,-0.08053167040321048,0.08053167040321048,baseline,kmeans_k3
Cluster_01,near,-0.07754329310662784,0.07754329310662784,baseline,kmeans_k3
Cluster_01,face,-0.07546928670183696,0.07546928670183696,baseline,kmeans_k3
Cluster_02,vision,-0.0743082582926487,0.0743082582926487,baseline,kmeans_k3
Cluster_01,duration,-0.07421379296519925,0.07421379296519925,baseline,kmeans_k3
Cluster_01,human,-0.07396973996398573,0.07396973996398573,baseline,kmeans_k3
Cluster_01,body,-0.0729282650341496,0.0729282650341496,baseline,kmeans_k3
Cluster_02,arousal,0.07134622115958345,0.07134622115958345,baseline,kmeans_k3
Cluster_01,low,0.06697563367209816,0.06697563367209816,baseline,kmeans_k3
Cluster_01,shape,-0.06442149176588732,0.06442149176588732,baseline,kmeans_k3
Cluster_03,fearful,-0.061517864233939096,0.061517864233939096,baseline,kmeans_k3
Cluster_03,body,-0.05972628299343315,0.05972628299343315,baseline,kmeans_k3
Cluster_03,pain,-0.05850863881218012,0.05850863881218012,baseline,kmeans_k3
Cluster_03,path,-0.057199135383867006,0.057199135383867006,baseline,kmeans_k3
Cluster_02,caused,-0.05659669595166758,0.05659669595166758,baseline,kmeans_k3
Cluster_03,sound,0.05417537184782099,0.05417537184782099,baseline,kmeans_k3
Cluster_03,away,-0.04932484402527042,0.04932484402527042,baseline,kmeans_k3
Cluster_03,dark,0.04859253202734514,0.04859253202734514,baseline,kmeans_k3
Cluster_02,near,-0.04601945339350978,0.04601945339350978,baseline,kmeans_k3
Cluster_03,audition,-0.04496212863433038,0.04496212863433038,baseline,kmeans_k3
Cluster_01,taste,0.04450740596613904,0.04450740596613904,baseline,kmeans_k3
Cluster_01,away,-0.04450417431286554,0.04450417431286554,baseline,kmeans_k3
Cluster_03,self,-0.044486418556537274,0.044486418556537274,baseline,kmeans_k3
Cluster_02,path,0.04357098675274048,0.04357098675274048,baseline,kmeans_k3
Cluster_01,complexity,-0.041872729945579015,0.041872729945579015,baseline,kmeans_k3
Cluster_03,number,-0.04011277399856089,0.04011277399856089,baseline,kmeans_k3
Cluster_03,sad,-0.039409118773322406,0.039409118773322406,baseline,kmeans_k3
Cluster_03,landmark,0.039049621140604965,0.039049621140604965,baseline,kmeans_k3
Cluster_01,pattern,-0.03756024329956047,0.03756024329956047,baseline,kmeans_k3
Cluster_01,touch,-0.036342311243066035,0.036342311243066035,baseline,kmeans_k3
Cluster_02,slow,-0.034055501093342315,0.034055501093342315,baseline,kmeans_k3
Cluster_03,head,-0.03390591405379293,0.03390591405379293,baseline,kmeans_k3
Cluster_01,smell,0.030804352295987734,0.030804352295987734,baseline,kmeans_k3
Cluster_03,lowerlimb,-0.03026220639990521,0.03026220639990521,baseline,kmeans_k3
Cluster_02,fast,0.030196416716721297,0.030196416716721297,baseline,kmeans_k3
Cluster_01,communication,-0.028948245506595496,0.028948245506595496,baseline,kmeans_k3
Cluster_02,motion,0.026625894581611544,0.026625894581611544,baseline,kmeans_k3
Cluster_02,taste,-0.026597343663858457,0.026597343663858457,baseline,kmeans_k3
Cluster_01,biomotion,-0.025847122975630903,0.025847122975630903,baseline,kmeans_k3
Cluster_01,slow,0.025047172378754756,0.025047172378754756,baseline,kmeans_k3
Cluster_03,taste,-0.01791006230228091,0.01791006230228091,baseline,kmeans_k3
Cluster_03,high,0.015282794787247062,0.015282794787247062,baseline,kmeans_k3
Cluster_02,consequential,-0.013909901257557557,0.013909901257557557,baseline,kmeans_k3
Cluster_01,path,0.013628148631124791,0.013628148631124791,baseline,kmeans_k3
Cluster_01,temperature,0.01281426873555349,0.01281426873555349,baseline,kmeans_k3
Cluster_01,music,-0.01046814710643568,0.01046814710643568,baseline,kmeans_k3
Cluster_01,weight,-0.010068537315045223,0.010068537315045223,baseline,kmeans_k3
Cluster_03,toward,0.009807462014216088,0.009807462014216088,baseline,kmeans_k3
Cluster_03,slow,0.009008328714587458,0.009008328714587458,baseline,kmeans_k3
Cluster_01,large,-0.008820616533014846,0.008820616533014846,baseline,kmeans_k3
Cluster_03,attention,-0.007985577725357233,0.007985577725357233,baseline,kmeans_k3
Cluster_03,loud,0.005160770140308018,0.005160770140308018,baseline,kmeans_k3
