model,class_display,feature,coefficient,abs_coefficient
Elastic Net,Property,sad,0.0049280743199083,0.0049280743199083
Elastic Net,Thing,practice,-3.747788741568032,3.747788741568032
Elastic Net,Thing,human,-2.1879319585953625,2.1879319585953625
Elastic Net,Thing,drive,1.8690904984481855,1.8690904984481855
Elastic Net,Thing,texture,1.7277480733516684,1.7277480733516684
Elastic Net,Thing,surprised,1.7089840409031736,1.7089840409031736
Elastic Net,Thing,motion,1.6571577098896817,1.6571577098896817
Elastic Net,Thing,duration,-1.512713613347647,1.512713613347647
Elastic Net,Thing,self,-1.324800999459608,1.324800999459608
Elastic Net,Thing,near,1.3062182950040353,1.3062182950040353
Elastic Net,Thing,arousal,-1.2189474695928455,1.2189474695928455
Elastic Net,Thing,benefit,1.1883107424115933,1.1883107424115933
Elastic Net,Thing,path,-1.1516928340816646,1.1516928340816646
Elastic Net,Thing,time,1.1012123182320974,1.1012123182320974
Elastic Net,Thing,body,-1.0935856872150862,1.0935856872150862
Elastic Net,Thing,head,1.0413830974149827,1.0413830974149827
Elastic Net,Thing,complexity,-1.0314880129389905,1.0314880129389905
Elastic Net,Thing,color,0.9732434607369344,0.9732434607369344
Elastic Net,Thing,upperlimb,0.9494989842911016,0.9494989842911016
Elastic Net,Thing,pain,-0.8242803595045178,0.8242803595045178
Elastic Net,Thing,taste,-0.7776859625597672,0.7776859625597672
Elastic Net,Thing,music,-0.7571426190811155,0.7571426190811155
Elastic Net,Thing,short,0.7490007863515378,0.7490007863515378
Elastic Net,Thing,unpleasant,-0.7171803374702382,0.7171803374702382
Elastic Net,Thing,angry,-0.6953485810220611,0.6953485810220611
Elastic Net,Thing,harm,0.6818328130284321,0.6818328130284321
Elastic Net,Thing,communication,-0.6771664140222328,0.6771664140222328
Elastic Net,Thing,shape,0.6699329750344047,0.6699329750344047
Elastic Net,Thing,long,0.6535054302754452,0.6535054302754452
Elastic Net,Thing,face,0.6394573654033574,0.6394573654033574
Elastic Net,Thing,biomotion,0.6175130162404134,0.6175130162404134
